"","Loc","Pr_Fall","Tmin_Fall","Tmax_Fall","GDD_Fall","Pr_Spring","Tmin_Spring","Tmax_Spring","GDD_Spring","Pr_Summer","Tmin_Summer","Tmax_Summer","GDD_Summer","Pr_Winter","Tmin_Winter","Tmax_Winter","GDD_Winter"
"208","MIb",334.1,44.0886813186813,62.1836263736264,245.892307692308,234.6,41.4715217391304,64.9830434782609,245.942934782609,269.5,57.125652173913,80.5334782608696,254.610869565217,201.9,14.222,29.472,228.509444444444
"209","MNa",245.6,35.2568131868132,52.9581318681319,240.876373626374,205.4,39.4934782608696,61.0660869565217,244.305434782609,236,56.1689130434783,78.7002173913043,253.835869565217,53.5,1.078,22.024,222.789444444444
"210","MNb",258.4,34.5328571428571,53.0669230769231,240.705494505494,179.9,39.785,60.9545652173913,244.355434782609,246.4,55.31,78.8586956521739,253.641304347826,67.7,1.278,21.09,222.585555555556
"211","MNc",160.2,28.0291208791209,47.6431868131868,237.392307692308,305.6,34.5239130434783,56.4721739130435,241.648913043478,344.4,52.7117391304348,73.5839130434783,251.454347826087,32.2,-5.484,16.838,219.526111111111
"212","MNd",231.8,32.3550549450549,51.1383516483517,239.564835164835,262.6,38.9808695652174,60.9526086956522,244.13152173913,334.9,55.9576086956522,78.4341304347826,253.703260869565,35.5,-0.268,20.964,222.121111111111
"213","ND",131,25.9205494505495,46.5216483516484,236.495054945055,152.9,34.355652173913,58.8865217391304,242.272826086957,258.3,50.9019565217391,76.9413043478261,251.884239130435,27.8,-5.062,16.154,219.453333333333
"214","NY",367.2,42.8286813186813,61.4656043956044,245.342857142857,185.9,37.384347826087,59.3032608695652,243.229891304348,189.6,55.8010869565217,77.1213043478261,253.295108695652,108.6,15.43,29.554,228.867777777778
"215","ORa",340.5,38.9141758241758,59.2027472527473,243.626923076923,188.9,39.8378260869565,61.2597826086957,244.454891304348,100.5,50.4363043478261,80.7897826086956,252.823913043478,204.6,27.342,44.926,236.446666666667
"216","ORb",95.7,34.9284615384615,56.3128571428571,241.717032967033,38.7,40.3739130434783,66.3584782608696,246.020108695652,30.9,55.58,87.2482608695652,256.046739130435,54.9,21.088,33.142,231.436111111111
"217","TX",221.8,66.9664835164835,87.706043956044,259.336813186813,181,66.2430434782609,85.9158695652174,258.638586956522,142.7,73.9419565217391,95.8530434782609,263.5375,97.5,45.826,65.84,247.390555555556
"218","WAa",69.7,35.3062637362637,55.8341758241758,241.689010989011,27.7,39.9689130434783,66.5013043478261,245.947282608696,23.6,55.4841304347826,87.2854347826087,256.030434782609,41.8,21.02,32.338,231.193888888889
"219","WAb",51.3,30.9407692307692,53.2548351648352,239.75989010989,25.5,36.2378260869565,63.9323913043478,244.197282608696,12.9,51.8919565217391,85.775,254.613043478261,47.6,15.412,28.952,228.695555555556
"220","WAc",365.3,39.017032967033,54.1825274725275,242.260989010989,164.9,40.4717391304348,57.1941304347826,243.501630434783,68.6,49.9334782608696,74.059347826087,250.814673913043,99.4,30.576,43.356,236.908888888889
"221","WAd",81.7,35.9550549450549,55.7886813186813,241.856593406593,41,40.8923913043478,66.65,246.245108695652,31.7,56.2960869565217,87.2071739130435,256.234239130435,48.5,21.51,32.81,231.461111111111
"222","WIa",355,38.5027472527473,55.8915384615385,242.592857142857,164,39.4015217391304,60.9310869565217,244.242391304348,273.1,55.5036956521739,79.1756521739131,253.783152173913,103.2,3.98,23.28,223.944444444444
"223","WIb",358,32.5113186813187,51.1007692307692,239.597802197802,195.2,33.6669565217391,56.1219565217391,241.313586956522,346.1,50.4323913043478,74.5308695652174,251.084239130435,63.3,-1.252,19.772,221.516666666667
"224","WIc",295.7,35.0253846153846,53.6603296703297,241.007142857143,192.8,36.4471739130435,59.9254347826087,243.142391304348,282.4,53.1989130434783,77.5673913043478,252.696195652174,74.7,1.664,22.274,223.021666666667
"225","AZ",29.3,54.6157142857143,84.7746153846154,255.091758241758,35.7,55.9830434782609,87.4145652173913,256.204891304348,29.2,75.8182608695652,104.586956521739,266.484782608696,62.7,42.35,70.666,247.765555555556
"226","CAa",13.9,47.8192307692308,78.0236263736264,251.328571428571,63.6,49.7084782608696,77.9723913043478,251.839130434783,0.3,62.15,96.3891304347826,260.410869565217,93.5,41.432,59.342,244.365
"227","CAb",46.3,57.1653846153846,87.1581318681319,256.462087912088,3.9,56.7226086956522,88.999347826087,256.850543478261,6.6,74.9436956521739,105.762826086957,266.56847826087,20.8,44.722,74.494,249.487777777778
"228","CAc",26.9,48.5253846153846,71.3102197802198,249.65989010989,147.8,47.4291304347826,68.2347826086957,248.501086956522,0,54.7954347826087,71.4063043478261,251.428260869565,153.2,43.924,65.156,246.672222222222
"229","CAd",50,48.286043956044,77.4282417582418,251.292857142857,129.5,49.4854347826087,75.5560869565217,251.10597826087,0,57.9434782608696,93.9336956521739,258.560326086957,340.9,42.89,58.056,244.412777777778
"230","CO",85.6,24.977032967033,56.660989010989,239.049450549451,34.7,26.5315217391304,60.6532608695652,240.590217391304,89.2,44.2126086956522,77.2621739130435,250.115217391304,12.3,6.946,40.33,229.504444444444
"231","FLa",255.5,68.6557142857143,88.5684615384615,260.045604395604,173.4,56.975,84.8319565217391,255.763043478261,698.5,71.1108695652174,91.2552173913043,261.473913043478,169.2,54.144,78.67,253.265
"232","FLb",232.2,67.8249450549451,87.802967032967,259.602197802198,169.7,57.8123913043478,83.8967391304348,255.735869565217,650.6,71.7369565217391,91.8539130434783,261.814130434783,229.5,53.068,75.42,252.063333333333
"233","FLc",203.4,65.5521978021978,83.5284615384615,257.783516483517,164.4,55.67,80.570652173913,254.216847826087,526,71.629347826087,91.7697826086956,261.760869565217,296.2,49.026,68.522,249.024444444444
"234","GA",260.1,61.0957142857143,82.7946153846154,256.341758241758,133.9,52.5004347826087,81.68,253.644565217391,299.1,70.6569565217391,94.6047826086957,262.278260869565,420.4,41.52,64.722,245.883888888889
"235","IDa",56.7,30.7350549450549,57.7152747252747,240.941758241758,97.7,34.1619565217391,60.4165217391304,242.64402173913,31.1,49.4463043478261,84.4034782608696,253.552717391304,92.7,15.78,36.46,230.883333333333
"236","IDb",73.1,37.4128571428571,62.7869230769231,244.205494505494,86.8,39.5678260869565,66.0297826086957,245.704891304348,11.2,55.3041304347826,88.1580434782609,256.222826086957,95.7,24.31,41.074,234.534444444444
"237","IDc",45,32.2363736263736,59.9662637362637,241.984065934066,76.8,35.1676086956522,62.6176086956522,243.534782608696,45,51.4439130434783,85.4228260869565,254.390760869565,102.2,18.72,39.876,232.648888888889
"238","ME",207.6,27.5049450549451,47.3089010989011,237.153846153846,185.6,26.2889130434783,49.73,237.488586956522,340,47.3567391304348,69.8684782608696,248.934782608696,178.4,-1.364,23.748,222.59
"239","MIa",465.6,37.0449450549451,56.7638461538462,242.43021978022,195.6,35.7780434782609,58.7691304347826,242.635326086957,264.3,53.8895652173913,78.0584782608696,253.024456521739,114,16.268,30.452,229.35
"240","MIb",304.8,41.8297802197802,61.2045054945055,244.992857142857,198.2,40.0726086956522,62.3730434782609,244.829347826087,402.3,58.4091304347826,81.1889130434783,255.149456521739,121.7,20.632,34.282,231.626111111111
"241","MNa",294.4,36.8154945054945,55.0073626373626,241.878571428571,255.3,38.2373913043478,58.235,243.170108695652,390.6,59.0195652173913,80.2086956521739,255.046739130435,41.4,10.294,27.004,226.732777777778
"242","MNb",302.8,36.1449450549451,55.1576923076923,241.734065934066,274.3,38.0652173913044,58.4971739130435,243.195108695652,365.1,58.7397826086956,80.0502173913043,254.925,31.8,11.028,26.33,226.749444444444
"243","MNc",193.4,31.0258241758242,50.0820879120879,238.902197802198,226.1,32.4304347826087,54.4628260869565,240.509239130435,334.7,55.3432608695652,76.3308695652174,252.948369565217,39.4,4.672,23.846,224.293888888889
"244","MNd",202.5,35.4328571428571,54.228021978022,241.278021978022,255.4,37.3197826086957,57.6382608695652,242.749456521739,397.3,58.9882608695652,80.6528260869565,255.161413043478,34.1,9.49,26.686,226.421111111111
"245","ND",124.7,29.3049450549451,49.6726373626374,238.31043956044,135.4,32.4989130434783,57.2684782608696,241.307608695652,219.8,54.5078260869565,80.3828260869565,253.841847826087,28.7,3.76,21.926,223.507222222222
"246","NY",247.1,40.5915384615385,58.2434065934066,243.826373626374,198.4,38.2628260869565,59.4186956521739,243.50597826087,323.1,56.8967391304348,77.164347826087,253.611413043478,150.9,20.144,32.68,231.045555555556
"247","ORa",430,43.6495604395604,62.1974725274725,245.774175824176,247.9,42.0917391304348,61.9739130434783,245.279347826087,62,52.205,78.725652173913,252.741847826087,535.7,35.344,49.946,240.063888888889
"248","ORb",95.7,41.2185714285714,63.1350549450549,245.359340659341,72.8,42.0936956521739,65.9339130434783,246.379891304348,15.6,56.6913043478261,87.2091304347826,256.344565217391,121.4,30.04,42.29,236.463888888889
"249","TX",138.3,65.1486813186813,85.3779120879121,258.185164835165,141.4,64.9908695652174,87.2795652173913,258.669565217391,106.9,74.5895652173913,96.7139130434783,263.95652173913,139.8,49.626,71.946,250.142222222222
"250","WAa",74,41.6438461538462,62.4368131868132,245.283516483516,55.5,41.8197826086957,65.9221739130435,246.300543478261,12.6,56.66,87.1465217391304,256.31847826087,103.3,29.454,41.106,235.972222222222
"251","WAb",67.6,37.8579120879121,60.2352747252747,243.62032967033,48.8,38.495652173913,64.2376086956522,244.909239130435,9.9,53.0404347826087,85.3210869565217,254.80597826087,113.9,25.158,37.954,233.903333333333
"252","WAc",269.1,42.9651648351648,59.0662637362637,244.714285714286,205.5,42.4126086956522,57.9747826086957,244.257608695652,98.9,50.8060869565217,71.9795652173913,250.479347826087,230.3,36.202,49.42,240.156111111111
"253","WAd",87.4,42.6605494505495,62.7374725274725,245.649450549451,83.2,42.6376086956522,65.869347826087,246.513043478261,12.1,57.6089130434783,87.0526086956522,256.55597826087,117.3,30.102,41.77,236.336666666667
"254","WIa",365.9,38.2851648351648,56.1269230769231,242.597802197802,149.2,38.1747826086957,58.4560869565217,243.214130434783,373.4,57.0121739130435,78.4791304347826,254.008695652174,67.7,12.594,28.204,227.705
"255","WIb",308.1,32.2067032967033,51.1601098901099,239.52967032967,133.9,32.9802173913044,55.6230434782609,240.984239130435,324.3,52.205,75.3584782608696,251.80652173913,41.1,5.48,24.976,224.832222222222
"256","WIc",333,34.9304395604396,54.6968131868132,241.268681318681,155.1,35.8876086956522,57.8789130434783,242.41847826087,339,55.0184782608696,77.8471739130435,253.279347826087,48.6,8.944,27.304,226.441111111111
"257","AZ",70,57.7350549450549,87.1067032967033,256.606043956044,3.2,55.5663043478261,86.2034782608696,255.752717391304,35,73.0302173913043,104.51652173913,265.690760869565,102.6,38.986,65.424,245.375
"258","CAa",41.1,51.3856043956044,79.251978021978,252.66043956044,48.3,48.904347826087,78.7530434782609,251.832608695652,2.4,59.9371739130435,93.0004347826087,258.854891304348,102.5,36.28,56.64,242.183333333333
"259","CAb",45.1,60.9671428571429,89.9847252747253,258.303296703297,0,56.615,87.784347826087,256.483152173913,1.1,72.8345652173913,105.242391304348,265.838043478261,18,40.772,69.038,246.875
"260","CAc",53.6,51.2016483516484,71.1321978021978,250.353846153846,62.4,47.765652173913,68.9254347826087,248.786413043478,0,54.1145652173913,70.5434782608696,250.999456521739,194.5,40.864,61.18,244.717777777778
"261","CAd",86.5,50.5034065934066,78.7376923076923,252.272527472527,90.6,49.5284782608696,77.7630434782609,251.73097826087,0,57.3252173913043,92.4389130434783,257.973369565217,256.6,39.386,56.282,242.946666666667
"262","CO",26.4,23.811978021978,60.7535164835165,239.862637362637,38.3,24.3773913043478,56.9691304347826,238.96847826087,55,42.9213043478261,78.635652173913,250.138043478261,49.2,0.74,32.994,225.742777777778
"263","FLa",503,64.4583516483517,84.920989010989,257.866483516484,283.1,58.7867391304348,82.7834782608696,255.697282608696,409.7,71.3358695652174,93.1823913043478,262.071739130435,151.1,53.086,76.852,252.466111111111
"264","FLb",443.3,63.3249450549451,83.6985714285714,257.212087912088,346.7,58.7867391304348,82.1045652173913,255.508695652174,423.5,72.4060869565217,93.7615217391304,262.529891304348,128.9,50.91,74.19,251.122222222222
"265","FLc",280.6,59.8456043956044,79.880989010989,255.185164835165,281.4,56.2569565217391,78.1621739130435,253.710869565217,329.8,71.1617391304348,92.5308695652174,261.842391304348,279.8,46.43,68.134,248.195555555556
"266","GA",175.4,52.8117582417582,80.0748351648352,253.285164835165,289.8,53.7741304347826,78.770652173913,253.190217391304,411,70.925,92.5758695652174,261.789130434783,394.3,41.232,64.056,245.618888888889
"267","IDa",22.2,31.2750549450549,64.1873626373626,242.88956043956,72.7,34.4534782608696,63.2065217391304,243.5,61.6,48.2117391304348,82.4919565217391,252.678804347826,46.8,14.732,34.9,230.158888888889
"268","IDb",24.4,37.3713186813187,68.0524175824176,245.656593406593,71.2,40.5891304347826,69.0154347826087,246.817934782609,31.6,53.5726086956522,85.9295652173913,255.122826086957,70.4,23.954,41.888,234.661666666667
"269","IDc",27.2,33.6823076923077,66.0110989010989,244.064835164835,80.5,35.6039130434783,64.8871739130435,244.286413043478,35.4,49.685,83.5836956521739,253.391304347826,52.4,16.964,37.236,231.427777777778
"270","ME",240.5,30.5075824175824,50.1750549450549,238.784065934066,132.3,26.5373913043478,51.3813043478261,238.016304347826,261,48.9141304347826,72.695652173913,250.152717391304,133.7,0.518,21.278,222.426666666667
"271","MIa",219,37.6225274725275,57.7864835164835,242.874725274725,114.2,35.9736956521739,60.7080434782609,243.228260869565,283.6,57.7263043478261,82.13,255.221195652174,110.4,19.202,34.3,231.233888888889
"272","MIb",216,40.6489010989011,61.5842857142857,244.77032967033,203.4,39.949347826087,64.429347826087,245.366304347826,324.7,61.2186956521739,83.5954347826087,256.598369565217,155.9,22.548,36.664,232.82
"273","MNa",128.7,38.0893406593407,57.8418681318681,243.01978021978,92.2,39.6558695652174,63.7973913043478,245.109239130435,426.4,60.7354347826087,82.4508695652174,256.146195652174,36.9,16.678,34.164,230.495
"274","MNb",149,37.8084615384615,58.5045054945055,243.125824175824,131.8,39.5052173913043,63.4902173913043,244.982065217391,352.5,60.2365217391304,82.6915217391304,256.074456521739,57.5,17.212,33.834,230.551666666667
"275","MNc",113.1,33.3717582417582,54.23,240.706043956044,152.3,34.7254347826087,59.9215217391304,242.663043478261,199.1,56.5523913043478,79.4945652173913,254.163043478261,40.1,11.502,29.532,227.770555555556
"276","MNd",107.4,36.5227472527473,58.0930769230769,242.654395604396,115.2,39.6284782608696,64.3315217391304,245.25,294.1,59.9,83.0691304347826,256.085869565217,29.1,15.87,33.39,230.055555555556
"277","ND",42,33.1640659340659,56.3642857142857,241.241208791209,105.9,34.0876086956522,58.9902173913043,242.227173913043,239.5,54.995,81.7602173913044,254.359782608696,62.7,11.082,26.418,226.788888888889
"278","NY",241.9,40.4036263736264,58.819010989011,243.934065934066,172.6,38.255,60.4967391304348,243.803260869565,336,59.645652173913,79.7078260869565,255.08152173913,100.4,18.844,33.792,230.993333333333
"279","ORa",119.1,43.2935164835165,67.3462637362637,247.105494505495,254.2,42.8841304347826,63.7934782608696,246.004891304348,90.9,51.8097826086957,78.4341304347826,252.551086956522,601.6,34.492,47.36,239.108888888889
"280","ORb",16.5,39.9882417582418,67.73,246.293956043956,58.5,43.1560869565217,68.0763043478261,247.270108695652,20,54.8991304347826,85.9667391304348,255.501630434783,97.1,27.984,42.292,235.893333333333
"281","TX",113.7,63.1667032967033,86.8416483516483,258.041208791209,117.4,60.0721739130435,83.0926086956522,256.140217391304,198,74.270652173913,94.9726086956522,263.384239130435,114.6,50.462,71.73,250.314444444444
"282","WAa",12,40.6172527472527,66.8616483516484,246.227472527473,49.7,43.1404347826087,67.925652173913,247.223913043478,17.6,55.13,85.9686956521739,255.566304347826,89.6,27.892,41.238,235.575
"283","WAb",13.9,37.851978021978,66.8042857142857,245.443406593407,55.8,40.6615217391304,67.0452173913043,246.290760869565,40.7,53.3104347826087,85.2858695652174,254.871195652174,94.8,24.462,38.036,233.732777777778
"284","WAc",85.6,42.8741758241758,62.2904395604396,245.584615384615,164.3,42.8078260869565,60.2932608695652,245.011413043478,60.9,50.4030434782609,72.4784782608696,250.50597826087,229.6,35.8,47.482,239.506111111111
"285","WAd",16.7,41.3293406593407,67.3838461538462,246.57032967033,62.2,44.0071739130435,68.2367391304348,247.551086956522,25.5,56.0926086956522,85.8278260869565,255.794565217391,91.9,28.586,41.934,235.961111111111
"286","WIa",200.9,38.7045054945055,57.6163736263736,243.128021978022,202.5,38.5973913043478,60.3539130434783,243.858695652174,239.6,60.2091304347826,81.6702173913043,255.783152173913,69.3,18.736,33.778,230.959444444444
"287","WIb",199.5,33.6289010989011,53.6267032967033,240.60989010989,127.8,32.8080434782609,58.6947826086957,241.789673913043,238.3,54.4608695652174,78.2502173913043,253.236413043478,52.9,13.072,30.246,228.405
"288","WIc",191.2,35.5317582417582,56.3741758241758,241.901648351648,161.3,35.9404347826087,60.8136956521739,243.248369565217,278.6,57.4132608695652,80.5667391304348,254.7,55.5,15.818,32.806,229.878888888889
"289","AZ",48.2,57.6935164835165,88.0581318681319,256.858791208791,40.3,53.6430434782609,85.9569565217391,255.15,78.7,75.6578260869565,104.708260869565,266.473913043478,39.8,40.1979120879121,68.1889010989011,246.47967032967
"290","CAa",11.1,50.6418681318681,80.2845054945055,252.740659340659,57.5,47.824347826087,77.5497826086957,251.198369565217,1.2,64.0145652173913,96.3245652173913,260.910869565217,105.8,36.8491208791209,59.1335164835165,243.034065934066
"291","CAb",1.7,60.5161538461538,91.8737362637363,258.702747252747,6.7,55.1358695652174,87.3578260869565,255.953804347826,14.4,74.4995652173913,104.682826086957,266.145108695652,21.9,42.3836263736264,71.8502197802198,248.103846153846
"292","CAc",38.3,50.3056043956044,69.9612087912088,249.77967032967,49.1,46.8108695652174,69.860652173913,248.78097826087,4.9,54.9226086956522,73.2513043478261,251.976086956522,112.3,40.9950549450549,64.2249450549451,245.6
"293","CAd",56.1,50.0623076923077,78.8959340659341,252.193956043956,67.5,47.4819565217391,75.769347826087,250.608695652174,9.3,60.0623913043478,95.074347826087,259.465760869565,214.3,38.7895604395604,59.177032967033,243.585164835165
"294","CO",35,24.9948351648352,61.6020879120879,240.426923076923,36.1,25.0739130434783,58.4795652173913,239.58152173913,77.3,45.1380434782609,79.2734782608696,250.93097826087,21.8,-3.18802197802198,32.2878021978022,224.455494505494
"295","FLa",221.4,65.2594505494505,87.7535164835165,258.875824175824,201.2,58.2154347826087,84.6167391304348,256.047826086957,599.3,70.7469565217391,91.7658695652174,261.514673913043,136.5,50.902967032967,75.9269230769231,251.602747252747
"296","FLb",345.4,64.5038461538462,85.6251648351648,258.074725274725,235.9,58.9217391304348,83.6423913043478,255.973369565217,531.7,71.7604347826087,91.5663043478261,261.740760869565,163.6,49.3205494505494,72.6117582417582,250.242307692308
"297","FLc",440.1,61.9185714285714,81.0223076923077,256.078021978022,238.4,55.8519565217391,79.4789130434783,253.964130434783,399.9,70.3067391304348,90.3963043478261,261.011956521739,270.5,43.4497802197802,65.2357142857143,246.562637362637
"298","GA",272.6,55.9132967032967,79.5823076923077,254.00989010989,281.9,52.594347826087,79.940652173913,253.1875,339.4,69.7373913043478,92.1884782608696,261.351630434783,344.1,37.3337362637363,62.6623076923077,244.148901098901
"299","IDa",60,33.5913186813187,62.3517582417582,243.023076923077,53.9,31.7886956521739,60.0878260869565,241.89347826087,12.2,50.6436956521739,87.845,254.841304347826,37.3,14.0227472527473,33.4251648351648,229.552197802198
"300","IDb",74.3,39.3236263736264,67.1365934065934,245.944505494506,73.3,37.9810869565217,65.9945652173913,245.254347826087,16,54.889347826087,89.1539130434783,256.384239130435,48.5,21.3453846153846,39.0308791208791,233.143406593407
"301","IDc",69.5,34.8414285714286,64.0172527472527,243.832967032967,74.3,32.7630434782609,62.0110869565217,242.698369565217,8.9,51.6767391304348,87.9252173913043,255.150543478261,29.8,16.2361538461538,36.3368131868132,230.975824175824
"302","ME",238.1,32.179010989011,49.5183516483516,239.065934065934,130.3,27.3239130434783,48.8789130434783,237.539673913043,321.8,52.8213043478261,73.3295652173913,251.414130434783,149.7,-3.01197802197802,22.8387912087912,221.87967032967
"303","MIa",359.3,36.7007692307692,56.2614285714286,242.195054945055,127.1,33.230652173913,58.4639130434783,241.842934782609,170.3,56.3195652173913,85.0980434782609,255.654891304348,100.2,12.1930769230769,30.3354945054945,228.185714285714
"304","MIb",398.6,39.3730769230769,58.7379120879121,243.625274725275,179,35.9502173913043,60.680652173913,243.214130434783,205.9,59.0234782608696,85.8376086956522,256.611413043478,123.3,15.8603296703297,32.9741758241758,229.937362637363
"305","MNa",216.6,36.1884615384615,56.5561538461538,242.134615384615,130.5,36.6839130434783,61.0054347826087,243.508152173913,160.9,62.0247826086957,87.62,257.940217391304,44.8,4.37593406593407,24.3974725274725,224.364835164835
"306","MNb",201.5,35.6306593406593,57.9091208791209,242.355494505495,143.3,36.619347826087,60.7647826086957,243.423369565217,179.2,60.8567391304348,86.9782608695652,257.4375,66.5,4.88824175824176,23.8020879120879,224.341758241758
"307","MNc",153.3,30.8438461538462,50.9682417582418,239.097802197802,114.1,31.82,56.9123913043478,241.020108695652,247.6,57.4484782608696,83.3234782608696,255.475543478261,49.1,-3.28494505494505,18.8154945054945,220.686263736264
"308","MNd",139.2,34.1016483516484,55.668021978022,241.308241758242,121.5,36.830652173913,61.2245652173913,243.609782608696,156.1,61.6295652173913,88.4886956521739,258.071739130435,35.6,3.10604395604396,22.9515384615385,223.61043956044
"309","ND",49.4,30.919010989011,51.7278021978022,239.32967032967,105.1,32.27,57.8828260869565,241.414673913043,118.3,58.0686956521739,86.8158695652174,256.617934782609,49.2,-1.91615384615385,18.1845054945055,220.891208791209
"310","NY",185.6,39.9625274725275,58.1721978021978,243.631868131868,166.8,35.6704347826087,57.1080434782609,242.14402173913,272.3,57.9591304347826,81.4745652173913,255.103804347826,79.5,16.7484615384615,33.6882417582418,230.382417582418
"311","ORa",333.5,44.6998901098901,65.0398901098901,246.855494505495,368.9,40.8004347826087,59.9645652173913,244.3625,90.7,50.3971739130435,77.6828260869565,251.95,365.1,33.9216483516484,47.5502197802198,239.003296703297
"312","ORb",61.8,43.1115384615385,67.8486813186813,247.194505494506,108.5,40.6732608695652,64.834347826087,245.679891304348,17.3,55.0752173913043,85.1782608695652,255.33152173913,56.9,28.3218681318681,44.2587912087912,236.533516483516
"313","TX",185.8,64.9350549450549,87.8128571428571,258.802197802198,36.3,62.3847826086957,85.8395652173913,257.545652173913,136.7,74.1747826086957,96.8215217391304,263.871195652174,78.3,48.65,69.4568131868132,249.17967032967
"314","WAa",51.7,43.5012087912088,66.8181318681319,247.016483516484,85.1,40.4658695652174,64.6386956521739,245.567934782609,16.2,55.3295652173913,85.0315217391304,255.361413043478,40.7,28.0251648351648,43.2381318681319,236.167582417582
"315","WAb",62.1,39.9664835164835,64.759010989011,245.462637362637,60.9,37.8989130434783,64.1241304347826,244.711956521739,14.1,53.0834782608696,84.5541304347826,254.604891304348,31.2,23.5469230769231,38.8192307692308,233.696153846154
"316","WAc",251.2,44.3636263736264,58.9218681318681,245.062637362637,287.1,41.4382608695652,56.8986956521739,243.688043478261,83.6,50.1936956521739,70.8584782608696,249.997826086957,186.9,35.2706593406593,47.4216483516484,239.342307692308
"317","WAd",62.4,44.1559340659341,67.2117582417582,247.307692307692,98.9,41.5791304347826,64.9458695652174,245.9625,19.3,56.1630434782609,85.1117391304348,255.615217391304,53.9,28.8381318681319,43.7227472527473,236.528021978022
"318","WIa",270.9,37.9924175824176,56.7816483516484,242.698351648352,115,35.9365217391304,59.2817391304348,242.821739130435,182.1,60.0839130434783,85.4247826086957,256.791304347826,60.4,8.55945054945055,26.6286813186813,226.146703296703
"319","WIb",229.1,33.1245054945055,51.2392307692308,239.806593406593,129.4,29.419347826087,54.9676086956522,239.813043478261,223.4,54.5723913043478,80.9286956521739,254.011413043478,59.7,0.724505494505494,22.0337362637363,222.693956043956
"320","WIc",220.4,35.5574725274725,55.0093406593407,241.52967032967,133.4,33.3636956521739,58.7065217391304,241.947282608696,209.5,58.2036956521739,84.3702173913044,255.976086956522,48.8,4.32450549450549,25.2084615384615,224.575824175824
"321","AZ",23,56.7183516483516,88.8453846153846,256.806593406593,27.7,57.139347826087,90.5391304347826,257.39402173913,11.6,75.1569565217391,105.019347826087,266.421195652174,41.1,39.934,69.062,246.648888888889
"322","CAa",26.2,48.5965934065934,79.4359340659341,251.936813186813,27.1,50.2073913043478,78.8802173913043,252.229891304348,0,60.9076086956522,95.195652173913,259.734239130435,30.4,34.056,56.524,241.533333333333
"323","CAb",0,58.5579120879121,91.1537362637363,257.958791208791,0,58.415,91.0947826086957,257.902717391304,8.6,73.7013043478261,105.711956521739,266.209239130435,20.3,41.532,71.358,247.730555555556
"324","CAc",78.5,48.4343956043956,71.1697802197802,249.595604395604,71,48.499347826087,68.6182608695652,248.904891304348,0,53.1108695652174,71.2419565217391,250.914673913043,53.3,38.166,62.722,244.396666666667
"325","CAd",142.1,47.7618681318681,76.3245054945055,250.840659340659,130.5,49.205652173913,74.914347826087,250.85,13.6,57.2626086956522,92.7226086956522,258.034782608696,45.8,34.96,55.4,241.472222222222
"326","CO",38,24.9869230769231,62.5614285714286,240.691208791209,9.6,28.0047826086957,64.5095652173913,242.070652173913,75,43.6647826086957,78.6121739130435,250.338043478261,29.9,1.194,35.902,226.676666666667
"327","FLa",282.6,65.6214285714286,87.3697802197802,258.86978021978,196.9,60.3695652173913,88.2910869565217,257.666847826087,584.9,70.8878260869565,92.7930434782609,261.839130434783,101.8,51.63,78.664,252.565
"328","FLb",301.4,64.1992307692308,85.548021978022,257.968681318681,187.8,61.2773913043478,86.3619565217391,257.383152173913,511.8,71.6,93.260652173913,262.166847826087,188.1,50.782,75.244,251.379444444444
"329","FLc",337.4,62.0768131868132,80.7117582417582,256.035714285714,196.5,58.1841304347826,81.8071739130435,255.258695652174,465.9,70.8917391304348,91.3041304347826,261.426630434783,174.8,46.184,68.968,248.358888888889
"330","GA",312.1,55.7392307692308,79.4636263736264,253.928571428571,353.7,54.5978260869565,79.5180434782609,253.626630434783,590.5,70.61,90.5645652173913,261.142934782609,264.3,40.65,64.936,245.701666666667
"331","IDa",44.6,31.2631868131868,61.1412087912088,242.04010989011,75.7,33.6063043478261,59.3189130434783,242.184782608696,36.7,49.1039130434783,83.734347826087,253.271739130435,26.8,10.278,30.104,227.589444444444
"332","IDb",51,36.8471428571429,64.5849450549451,244.547802197802,86.7,38.8223913043478,64.6308695652174,245.109239130435,20.5,54.7915217391304,86.8823913043478,255.726086956522,46.3,16.532,35.62,230.858888888889
"333","IDc",55.5,33.3242857142857,62.9135164835165,243.104945054945,78.7,34.8310869565217,60.7491304347826,242.922282608696,29.4,50.884347826087,84.679347826087,254.028804347826,18.3,13.588,33.82,229.541111111111
"334","ME",246.6,31.8289010989011,51.1304395604396,239.416483516484,231.7,25.1560869565217,47.4545652173913,236.541847826087,288.7,50.9489130434783,73.7932608695652,251.022826086957,110.7,-6.052,18.574,219.850555555556
"335","MIa",173.3,34.8710989010989,57.8656043956044,242.132417582418,227.8,30.4739130434783,53.9169565217391,239.814130434783,237.9,55.3217391304348,79.279347826087,253.761413043478,51.3,12.056,28.98,227.771111111111
"336","MIb",208.8,37.5513186813187,60.1581318681319,243.513736263736,255.4,34.8741304347826,56.5210869565217,241.759782608696,329.1,58.3739130434783,80.6019565217391,254.976630434783,93.2,15.68,31.684,229.528888888889
"337","MNa",99.2,35.2053846153846,57.5036263736264,242.124725274725,205.3,32.7513043478261,54.2847826086957,240.548913043478,261.1,59.7591304347826,81.8815217391304,255.716847826087,28.6,3.914,24.062,224.143333333333
